CDS	UTR	IGR	Intron	ncRNA	HSRE
0	0	0.317924	0.144245	0	0.514013252
0	0	0.317924	0.144245	0.279819	0
0	0	0	0	0	0.212983257
0.846006	0	0	0	0	0
0	0	0.158962	0.432734	0	0
0	0	0	0.144245	0	0.212983257
0	0	0.158962	0	0	0.212983257
0.423003	0	0	0	0.279819	0
0	0	0.476885	0.144245	0.279819	0.212983257
0	0.463985	0.317924	0.144245	0.279819	0.514013252
0.423003	0.463985	0	0.144245	0	0
0.423003	0	0.317924	0.721224	0.559638	0
0	1.268563932	0.317924	0	0	0
0	0	0	0	0	0
0	0.463985	0.317924	0.144245	0	0.514013252
0.423003	0	0	0.432734	0.559638	0.212983257
1.103465044	0.463985	0.317924	1.062190755	0.839457	0.514013252
1.103465044	1.62074697	0.158962	0.28849	0	0.212983257
0.423003	0	0.317924	0.432734	0.839457	0.815043248
0.846006	0.927971	0.635847	0.576979	0	0
0	0.463985	0.794809	0.721224	0.559638	0.911953261
0	0.463985	0.158962	0	0	0.212983257
0	0.463985	0.476885	0.432734	0.839457	0.212983257
0	0.463985	1.046389797	0.721224	1.225027416	0.514013252
0.423003	0.463985	0	0	0.279819	0
0	0.463985	0.476885	0.144245	0.559638	0.690104511
0	0	0	0	0	0
0	0.463985	0	0	0.279819	0.212983257
0	0.463985	0.635847	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0.463985	0.317924	0.28849	0.559638	0.212983257
0.423003	0.463985	0.158962	0.865469	0	0
0.423003	0.463985	0.158962	0.144245	0	0.212983257
0.423003	0	1.104381256	0.865469	0.559638	0.514013252
0.423003	0.463985	1.347421744	0.432734	1.225027416	0.514013252
0.423003	0.463985	0.476885	0	0	0
0	0	0	0.144245	0	0.212983257
0.423003	0.927971	0.476885	0.144245	0.279819	0.212983257
0	0	0.476885	1.004196657	1.048938744	0.815043248
0	0	0.317924	0	0	0
0.846006	0	0.158962	0.144245	0	0
0	0	0	0.144245	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0.423003	0.463985	0.158962	0	0.559638	0
0	0	0	0	0	0
0	0.463985	0	0	0	0.514013252
0	0	0.158962	0	0.279819	0
0	0.463985	0.317924	0.432734	0	0.212983257
0	0.463985	0.476885	0.144245	0	0
0	0.463985	0	0.28849	0.279819	0
0.423003	0	0	0	0.279819	0
0.423003	0.463985	0.476885	1.062190755	0.559638	0.690104511
0	0	0.794809	0	0	0
0	0	0	0	0	0
0.423003	0.463985	1.046389797	0.28849	0.559638	0.690104511
0.423003	0.463985	0.635847	0.865469	0.839457	0.911953261
0.423003	0.927971	1.046389797	0.576979	0.279819	0.212983257
1.103465044	0.927971	1.377384577	1.159100768	1.048938744	1.326926609
0	0	0.158962	0	0	0.212983257
1.228402925	0.927971	1.405412959	1.305228804	1.4468772	1.254375942
1.228402925	0.927971	0.317924	0.576979	0.559638	0.514013252
0	0	0.476885	0	0	0
0	0	0.317924	0.144245	0	0.514013252
1.325312425	1.143626755	1.242685507	1.273042962	1.401119537	1.167225766
0.423003	0.463985	0.158962	0.28849	0	0
0	0.463985	0.317924	0.144245	0.279819	0.514013252
0	0	0	0	0	0
0	0	0.158962	0.144245	0	0
0.423003	0	0	0	0	0
0	0	0	0	0	0
0.423003	0	0.158962	0.28849	0.559638	0.690104511
0	0	0	0	0	0.212983257
0	0.463985	0	0.28849	0	0
0	0	0	0	0	0
0	0	0.317924	0	0	0
0.423003	0.463985	0	0	0.279819	0
0	0.927971	0.317924	0.432734	0.279819	0
0	0	0	0.144245	0	0
1.471441341	0.927971	1.456564913	1.335191023	1.349966799	1.417103239
0.423003	0.463985	0.953771	0	0.279819	0
1.325312425	1.365474881	1.347421744	1.273042962	1.225027416	0.991134507
0.423003	0	0	0	0	0
0	0	0	0	0	0
0.846006	0.463985	1.046389797	0.721224	1.048938744	0.815043248
0.846006	0	0.476885	1.004196657	0.279819	0.514013252
0.423003	0	0	0.144245	0	0
0.423003	0	0.317924	0.28849	0.279819	0.514013252
0.423003	0	0.158962	0	0.279819	0
0.846006	0	1.347421744	1.159100768	1.401119537	0.991134507
0	0	0.158962	0	0	0.212983257
0	0	0	0	0	0
0	0	0.158962	0	0.559638	0.690104511
0	0	0.794809	0.721224	0.839457	0.911953261
0	0	0	0.432734	0	0.514013252
0.423003	0	1.104381256	0.28849	0.559638	0.991134507
0.423003	0	0.635847	0.576979	0.559638	0.212983257
0	0	0.158962	0	0	0
0	0	0	0	0	0.212983257
0.846006	0	0.158962	0.432734	0.279819	0
0	0	0.476885	0.144245	0	0.815043248
0	0	0	0	0	0.212983257
0.423003	0.463985	0.317924	0.28849	0.279819	0.212983257
0.846006	0.463985	0.476885	0.432734	0.559638	0.514013252
0.423003	1.268563932	1.046389797	0.432734	0.279819	0.690104511
0.423003	0.463985	0.794809	0.576979	0	0
1.103465044	1.143626755	1.155536435	0.865469	1.225027416	0.690104511
0.846006	0.927971	1.104381256	0.865469	0.279819	0.911953261
0	0	0.158962	0	0	0.514013252
0	0	0.317924	0.28849	0.279819	0.514013252
1.228402925	0.463985	1.201293318	1.113341605	0	0.690104511
0.423003	0	0.317924	0.144245	0.279819	0.212983257
0.423003	0	1.242685507	1.113341605	1.291974575	1.167225766
0.423003	0	1.046389797	0.28849	0.279819	0
0.846006	0	0	0.144245	0.279819	0
0	0	0.317924	0.432734	0.279819	0
0.846006	0	0.794809	0.865469	0.279819	0.212983257
0	0	0	0	0	0
0	0	0.317924	0.28849	0.279819	0.690104511
0	0	0.158962	0	0	0
0	0	0.953771	0.576979	0.559638	0.690104511
0	0	0.158962	0.144245	0	0
0.423003	0.927971	0.476885	1.004196657	0.559638	0.690104511
0	0.463985	0.158962	0	0	0.212983257
0	0.463985	0.953771	0.576979	1.048938744	0.991134507
0.423003	1.268563932	0.476885	0.28849	0.279819	0.514013252
0	0	0	0.432734	0	0.212983257
0	0	0	0	0	0.514013252
0	0	0	0.144245	0	0.212983257
0	0	0.317924	0.576979	0	0.815043248
0	0	0	0	0	0
0.846006	0.927971	1.046389797	0.144245	0.559638	0.690104511
0.423003	0	0.476885	0	0	0
0	0	0.317924	0.28849	0.279819	0
0	0.463985	0.317924	0.28849	0	0.212983257
0.423003	0	0	0.144245	0	0
0	0	0	0	0.279819	0
0.423003	0	0.317924	0.28849	0	0.212983257
0	0	0	0	0	0
0.846006	0	0.476885	0.432734	0.559638	0.514013252
0	0	0.158962	0.144245	0	0.212983257
0	0	0	0	0	0
0	0	0.158962	0	0	0.212983257
0	0.463985	0.953771	0.576979	0	0.690104511
0.423003	1.143626755	0	0.432734	0.559638	0.212983257
0	0	0.635847	0.432734	0.559638	0.514013252
0.423003	0.463985	0.317924	0.144245	0	0.212983257
0	0	0	0	0	0
0.423003	0	0	0	0.559638	0.212983257
0	0.463985	0.953771	0.28849	0	0.690104511
0	0	0	0.144245	0	0
0	0.463985	0.317924	0.432734	0.839457	0.815043248
0	0	0	0.144245	0	0
0.423003	0	0.158962	0.28849	0	0
0	0	0.476885	0.28849	0.839457	0
0	0.463985	0	0.144245	0.559638	0.212983257
0.423003	0	0.158962	0	0	0
0	0	0.158962	0	0	0
0	0	0.158962	0.144245	0.279819	0
0	0	0	0	0	0
0	0.463985	0.476885	0.28849	0	0.212983257
0.423003	0.463985	0	0.144245	0	0.212983257
0.423003	0	0	0.144245	0	0.212983257
1.103465044	0	1.347421744	1.004196657	0.839457	0.690104511
0.846006	0	0.317924	0.28849	0.559638	0.690104511
0.846006	0.463985	1.405412959	1.335191023	1.349966799	1.116073244
0	0	0	0.144245	0.279819	0.690104511
0	0	0.158962	0.721224	0.559638	0.514013252
1.103465044	0.463985	0.158962	0.144245	0.279819	0
0	0	0	0.576979	0	0.212983257
0	0	1.046389797	0.865469	0.279819	0.212983257
0.423003	0.927971	0	0	0.279819	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0.463985	1.155536435	0.865469	0.279819	0
0	0	0.158962	0.144245	0	0
0	0.927971	0.317924	0.576979	0.279819	0
0	0	0.158962	0.28849	0	0.815043248
0	0	0.794809	0.721224	0	0
0.423003	0.463985	0.158962	0.144245	0.279819	0.815043248
0	1.143626755	1.104381256	1.004196657	1.401119537	0.911953261
0	1.365474881	0.317924	0.432734	1.048938744	0.514013252
0	0	0	0	0	0
0	0	0.158962	0.432734	0.279819	0.212983257
0.423003	0	0.158962	0.28849	0	0.514013252
0.846006	0.463985	0.476885	0.28849	0.839457	0.911953261
0	0	0.317924	0.28849	0	0
0	0	0	0.28849	0	0.212983257
0.846006	0.463985	0.635847	0.432734	0.839457	0.690104511
0.846006	0.463985	0.794809	0.432734	0.559638	0.212983257
0	0	0	0	0	0
0	0	0.317924	0	0.279819	0
0.846006	0	0.317924	0.28849	0.279819	0.690104511
0	0	0.158962	0	0.559638	0.212983257
0.423003	0	0.476885	0.432734	0.279819	0.212983257
0	0.463985	1.104381256	0.432734	0.559638	0.690104511
0	0.463985	0.794809	0.432734	0.279819	0
0	0.463985	0	0	0.279819	0
0.423003	0.463985	0.317924	0	0.279819	0
0.423003	0.463985	0	0.432734	0	0.212983257
0	0	0	0	0	0
0	0.463985	0.317924	0.28849	0.279819	0
0.423003	0	0.158962	0.144245	0	0.212983257
0	0.463985	0	0	0	0.212983257
0	0	0.158962	0.144245	0.279819	0.514013252
0.423003	0.463985	0.794809	0.576979	0	0.815043248
0.423003	0	0.317924	0.721224	0.279819	0.212983257
0.423003	0	0.158962	0.144245	0.279819	0.514013252
0	0	0.635847	0	0.279819	0
0	0	0	0.144245	0	0
0	0.463985	0	0	0	0
0.423003	0	0.476885	0.144245	0	0.514013252
0	0	0	0.144245	0	0
0.423003	0.463985	0.158962	0.721224	0.279819	0.815043248
0	0	0	0.144245	0.559638	0.514013252
0	0	0	0.144245	0	0
0	0.463985	0.317924	0.144245	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0.158962	0.576979	0	0.514013252
0	0	0	0	0.559638	0.212983257
0.423003	0.927971	0.635847	0.576979	0.559638	0.514013252
0	0	0	0	0	0
0.423003	0.927971	1.201293318	1.305228804	0.559638	1.116073244
0	0.463985	0.317924	0	0.279819	0.514013252
0.846006	0	0.317924	0.432734	0.559638	0.690104511
0	0	0.317924	0	0	0
0	0	0	0.144245	0	0
0.423003	0	0	0	0.279819	0
0.423003	0	0	0.28849	0.279819	0
0	0	0.158962	0.432734	0.839457	0.212983257
0	0.463985	0.317924	0.144245	0.559638	0
0	0.463985	0	0.576979	0.279819	0
0	0	0.476885	0.144245	0	0.212983257
0	0	0.158962	0.144245	0	0
0	0.927971	1.563020442	1.481319346	1.526058705	1.058081297
0	0.463985	0.476885	0.432734	0.279819	0.212983257
1.103465044	1.268563932	1.242685507	1.113341605	1.145845652	1.212983257
0	0	0	0	0	0.212983257
0.423003	0	0.158962	0.28849	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0.423003	0	0.476885	0	0	0
0	0	0	0	0	0
0	0	0	0.144245	0	0
0	0	0.317924	0.28849	0.559638	0.991134507
0	0	0	0	0.279819	0.212983257
0	0	0.158962	0.432734	0	0.514013252
0	0	0	0	0	0
0.423003	0.927971	0.794809	0.432734	0.559638	0.514013252
0	0	0	0	0	0
0	0	0	0	0	0
0.423003	0	0	0	0	0
0	0.463985	0	0.576979	0	0.212983257
0.423003	0	0.158962	0	0	0
0.846006	0.463985	0	0.28849	0	0
0	0	0	0.144245	0	0
0	0	0	0.144245	0.279819	0.212983257
0	0	0	0.28849	0	0.690104511
0	0	0.158962	0.144245	0	0.514013252
0.423003	0.463985	0.635847	0.432734	0.559638	0.690104511
1.103465044	0	0.953771	1.273042962	1.145845652	0.991134507
0	0.463985	0.317924	0.28849	0.559638	0.212983257
0.423003	0	0.158962	0.721224	0.839457	0.690104511
0.846006	1.511602649	1.155536435	1.113341605	0	0.815043248
1.228402925	0	0.317924	0.721224	0	0.212983257
0	0	0	0	0	0.212983257
0	0	0	0	0.279819	0.212983257
0	0	0.317924	0.144245	0	0
0	0	0	0.144245	0	0
0	0	0.158962	0	0	0.212983257
0	0	0.158962	0	0	0.212983257
0.846006	0	1.104381256	1.113341605	0.559638	0.514013252
0	0.463985	0.794809	0.576979	0	0.514013252
0	0	0.158962	0.28849	0	0.212983257
0	0	0	0	0	0.212983257
0.423003	0.463985	0.794809	1.159100768	1.048938744	0.815043248
0.423003	0	1.046389797	0.721224	0.839457	0.514013252
0	0.463985	0.158962	0.28849	0	0.212983257
0	0	0	0	0	0
0	0	0.635847	0.721224	0	0.212983257
0	0	0	0.144245	0	0
0	0	0	0.576979	0	0
0	0	0	0	0.279819	0
0	0.463985	0.317924	0.28849	0.279819	0
0	0	0.158962	0.144245	0.559638	0
0	0	0	0	0.279819	0
0	0.463985	0.317924	0	0	0.815043248
0.423003	1.143626755	1.502323314	1.200492085	0.839457	1.212983257
0.846006	0	0.317924	0.721224	0.279819	0.911953261
0	0	0	0	0	0
0	0.463985	0	0.28849	0.559638	0.212983257
0	0	0.158962	0	0	0
0	0	1.046389797	0.28849	0.839457	0.815043248
0.423003	0.463985	0	0	0	0
0	0	0	0	0	0.212983257
0	0	0	0.432734	0.839457	0.212983257
0	0	0	0	0	0
0.846006	0	0.317924	0.144245	0	0.514013252
0	0	0.158962	0	0	0.514013252
0	0	0.158962	0	0	0
0	0	0.317924	0.432734	0	0.212983257
0	0	0	0	0	0
0	0	0	0.28849	0	0.911953261
0	0	0.158962	0.576979	0.279819	0
0	0	0.158962	0.28849	0	0
0	0	0	0.144245	0	0
0	0	0.158962	0.144245	0	0.212983257
0	0	0.158962	0	0	0.212983257
0	0.463985	0.317924	0.28849	0.559638	0
0	0.463985	0.158962	0.28849	0.559638	0
0	0	0.158962	0.144245	0	0
1.103465044	0.463985	0.794809	0.865469	0.279819	0.212983257
0	0	0.158962	0.432734	0	0.690104511
0	0	0	0.28849	0.559638	0
0.423003	0	0.635847	0	0	0
0	0	0.476885	0.576979	0.559638	0.514013252
0	0	0	0.28849	0.559638	0
0	0.463985	0.317924	0	0.279819	0
0.423003	0	0	0.144245	0.279819	0
0.423003	0	0.317924	0.721224	0.279819	0.514013252
0	0	0.317924	0.144245	0	0.212983257
0	0	0.158962	0.432734	0	0
0	0.927971	0.158962	0.144245	0	0
0	1.143626755	0.794809	0.432734	0.279819	0.690104511
0.423003	0	0.158962	0.144245	0	0.212983257
0	0	0	0.144245	0	0
0.423003	0	0.158962	0.144245	0.559638	0.212983257
0.423003	0	0.158962	0.28849	0.279819	0.911953261
0	0.463985	0	0	0.279819	0.212983257
0	0	0	0	0	0
0	0	0.158962	0	0.559638	0.212983257
0	0	0.158962	0.576979	0	0
0	0	0	0.144245	0	0.690104511
1.325312425	0.927971	0.794809	0.865469	1.291974575	0.815043248
0.423003	0.463985	0.635847	0.28849	0	0
0.423003	0	0	0.28849	0	0.212983257
0.423003	0	0.476885	0.144245	0.279819	0.212983257
0	0	0	0	0	0
0.423003	0	0	0	0	0
0.423003	1.143626755	0.635847	1.113341605	0.559638	0.514013252
0	0	0.158962	0	0	0
0	0	0.317924	0.432734	0.559638	0.212983257
0	0	0.158962	0	0	0
0.423003	0	0.158962	0.432734	0.279819	0.212983257
0	0	0	0	0	0
0	0	0	0	0	0
0.846006	0.927971	0.953771	0.432734	0.839457	0.514013252
0.423003	0	0.476885	0.721224	0.559638	0.514013252
0.423003	0.463985	0.317924	0.144245	0	0
1.228402925	0.927971	1.046389797	1.273042962	1.291974575	0.911953261
0.846006	0	0.158962	0	0.279819	0.514013252
0.846006	0.463985	1.280473654	1.062190755	1.048938744	1.058081297
0	0.463985	0.158962	0.28849	0.559638	0.212983257
0	0.463985	0.158962	0	0.279819	0.212983257
0	0.463985	0.794809	1.004196657	0.559638	0.690104511
0	0	1.046389797	0.432734	0.559638	0.514013252
1.325312425	0.927971	1.31523541	1.200492085	1.048938744	0.815043248
0.423003	0.463985	0.953771	0.865469	0.279819	0
0.423003	0.927971	0.317924	0.432734	0	0
0	0.463985	0.158962	0.28849	0	0.212983257
0.846006	0.463985	0.317924	0.144245	0	0.514013252
0	0	0.635847	0	0	0
0.423003	0.463985	0	0	0	0.514013252
0.423003	0	0.158962	0.432734	0	0.690104511
0	0	0	0	0	0.514013252
0	0	0.476885	0.144245	0	0.514013252
1.228402925	0.927971	1.581503649	1.159100768	0.839457	1.058081297
0	0	0.158962	0	0	0
0.423003	0.927971	0.317924	0.721224	0.279819	0.514013252
0.423003	0.463985	0.794809	0.721224	0	0.212983257
0	0	0	0.28849	0	0.514013252
0.846006	0.463985	0.635847	0.865469	0.559638	0
0	0.463985	0.953771	1.004196657	0.279819	0.690104511
0	0.463985	0.158962	0	0	0
0	0.463985	0.476885	0.432734	0.279819	0.690104511
0	0.463985	0.635847	0.28849	0.839457	0.212983257
0	0.463985	0.317924	0	0	0.212983257
0	0.463985	0.158962	0	0	0.514013252
0	0	0.158962	0	0	0.212983257
0	1.143626755	0.158962	0.28849	0.279819	0.514013252
0	0	0	0.144245	0	0
0	0.463985	0.794809	0.432734	0.279819	0.514013252
0	0	0.158962	0.28849	0	0.212983257
0.423003	0.927971	0.317924	1.062190755	0	0.514013252
0	0	0	0.144245	0	0.212983257
0	0	0	0	0	0
0.423003	0	0	0.144245	0	0
0.423003	0	1.155536435	0.576979	0.559638	0.690104511
0.423003	0	0.476885	0.28849	0.279819	0.514013252
0	0	0.317924	0.28849	0	0
0.846006	0.927971	0.158962	0.144245	0.279819	0.690104511
0	0	0	0	0	0
0.423003	0	0.317924	0	0	0.212983257
0	0	0	0	0.279819	0
0.846006	1.143626755	1.046389797	0.576979	0.559638	0.212983257
0	0.463985	0.476885	0.576979	0.839457	0.514013252
1.103465044	0	0.158962	0	0.279819	0.212983257
0.846006	0.927971	0.794809	0.721224	0.279819	0.690104511
0.846006	1.365474881	1.280473654	1.200492085	0.559638	0.911953261
0.423003	0	0	0.144245	0.279819	0
0.423003	0.927971	1.104381256	0.721224	0.559638	0.690104511
0.423003	0.927971	0.476885	0.865469	0	0.514013252
0	0	0	0	0	0.212983257
0	0	0	0	0	0
0	0	0	0	0.279819	0.212983257
0	0	0.476885	0.144245	0.279819	0.690104511
0.423003	0.463985	0.317924	0.144245	0	0
0	0	0.158962	0.28849	0.279819	0.212983257
0.846006	1.268563932	1.046389797	1.273042962	1.291974575	0.815043248
0.423003	0	0.317924	0.144245	0	0.212983257
0	0	0	0.432734	0	0.514013252
0	0	0	0	0	0
0	0.463985	0.158962	0	0	0.514013252
0	0	0	0.28849	0	0.212983257
0.423003	0	0.158962	0.144245	0	0.690104511
0	0	0.158962	0	0	0
1.740286879	1.511602649	1.925568363	1.883375786	1.593004571	1.718133235
0.846006	1.143626755	0.476885	0.432734	0	0.212983257
0	0	0.317924	0.144245	0.279819	0.212983257
0	0	0	0.144245	0.279819	0
0.423003	0	0	0.144245	0	0.690104511
0	0.927971	0.158962	0.432734	0	0.212983257
0	0	0	0	0	0
0	0	0	0.28849	0.279819	0
0.846006	0.927971	0.635847	0.576979	0.839457	0.991134507
0	0.463985	0.158962	0.28849	0.279819	0
0	0	0	0	0	0.690104511
0	0	0.476885	0	0	0
0	0.463985	0.158962	0	0	0
0.423003	0	0.317924	0.721224	0.279819	0.212983257
0	0	0.158962	0.144245	0	0
0	0	0.158962	0.144245	0	0
0.423003	0	0	0.144245	0.279819	0
0	1.268563932	0.158962	0.576979	0.279819	0.514013252
0.423003	0	0.158962	0	0.559638	0
0.846006	0.927971	0.476885	0.576979	0.839457	0.690104511
0.423003	0	0	0	0	0
0	0.463985	0	0	0	0.514013252
0	0	0	0	0	0.212983257
0.423003	0	0.158962	0.144245	0.279819	0.212983257
0.423003	0	0	0.144245	0	0
0.846006	0	0	0.144245	0	0
0	0	0.158962	0.144245	0	0
0	0	0.158962	0.144245	0.559638	0.212983257
0	0	0	0.432734	0	0
0	0.463985	0.317924	0.721224	0.559638	0.514013252
0	0	0	0.144245	0.279819	0.212983257
0	0.463985	0.158962	0.144245	0	0.514013252
0.423003	0	0.158962	0.144245	0.279819	0
0	0	0	0	0	0
0	0	0.953771	0.721224	0	0
0	0	0	0	0.559638	0.514013252
0	0	0	0.144245	0	0.911953261
0	0	0.317924	0.144245	0.279819	0
0.846006	0.463985	1.104381256	0.432734	0.839457	0.815043248
0	0	0.158962	0.144245	0	0
0	0	0.635847	0.144245	0	0.514013252
0	0	0.158962	0.28849	0.559638	0
0	0	0	0.28849	0	0.514013252
0.846006	0	0.158962	0.144245	0	0.212983257
0	0	0	0.144245	0	0
0	0.463985	0.476885	0.576979	0.279819	0.690104511
0	0	0	0.28849	0	0
0	0	0	0.144245	0	0.514013252
0.423003	0.463985	1.242685507	1.062190755	1.349966799	1.167225766
0	0	0	0.432734	0	0.212983257
0	0	0	0	0	0
0.423003	0.927971	0.317924	0.28849	0.559638	0
0	0	0.317924	0.28849	0	0.514013252
0	0	0	0	0	0
0	0	0	0.144245	0	0
0	0	0	0	0	0
0	0.463985	0.953771	0.865469	0.279819	0.690104511
0	0	0	0	0	0
0	0.463985	0	0	0	0.514013252
0	0	0.158962	0.144245	0	0.212983257
0	0	0	0	0.279819	0.212983257
0	0	0.158962	0.28849	0.279819	0
0	0.463985	0.317924	0.432734	0.279819	0.212983257
0	0	0	0.144245	0	0
0	0	0	0	0	0
0	0	0.317924	0	0	0.212983257
0	0	0.476885	0.144245	0	0.212983257
0	0	0.158962	0.28849	0	0.212983257
1.103465044	1.268563932	1.431741597	1.481319346	0.839457	0.991134507
0	0	0.158962	0	0.279819	0
0.846006	0	0.794809	0	0	0.212983257
0	0	0	0.432734	0	0.690104511
0	0	0.158962	0.144245	0	0
0.423003	0.463985	1.046389797	0.432734	0.559638	0.514013252
0.846006	0.463985	1.155536435	1.062190755	0.839457	1.116073244
0	0	0.476885	0.432734	0	0.690104511
0	0.463985	0.953771	0.576979	1.048938744	0.690104511
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0.635847	0.144245	0	0.514013252
0	0	0.635847	0.721224	0.279819	0
0	0	0	0.28849	0	0.212983257
0	0.463985	0.635847	0.432734	0.279819	0.690104511
0.423003	0.927971	0.317924	0.28849	0.559638	0.690104511
0.423003	0	0.635847	0.721224	1.145845652	0.690104511
0	0	0	0	0	0
0.423003	0	0.317924	0.144245	0	0
0.423003	0.463985	0.794809	0.144245	0.279819	0.514013252
0	0	0	0	0.279819	0
1.103465044	1.365474881	1.648450764	1.590463975	1.827088054	1.116073244
0	0	0.317924	0.144245	0	0.212983257
0.423003	0	0.158962	0	0	0.212983257
0	0	0.317924	0	0	0
0	0	0.158962	0	0	0.690104511
0.423003	0	0.317924	0.144245	0.839457	0.212983257
0	0	0	0.144245	0	0.514013252
0.846006	0	0.635847	0.28849	0	0.815043248
0	0	0.158962	1.004196657	0.559638	0.690104511
0.423003	0.463985	0.158962	0	0	0.212983257
0	0	0.158962	0.28849	0	0
0	0.463985	0.317924	0	0	0.212983257
0	0	0	0.144245	0	0
0	0	0.953771	0.432734	0.279819	0.991134507
0	0	0.158962	0.432734	0	0
0	0	0.635847	0.432734	0	0.911953261
0	0.463985	0	0.144245	0	0
0	0	0.158962	0.432734	0.279819	0
0.846006	0	0.317924	0	0.279819	0.514013252
0	0	0.158962	0.144245	0.279819	0.212983257
0	0.463985	0.158962	0	0	0
0.423003	0	0.317924	0.28849	0.279819	0
0	0	0.158962	0	0.279819	0
0	0	0	0	0	0
0	0	1.104381256	0.144245	0	0.212983257
0.423003	0	0	0.144245	0	0.514013252
0	0	0.317924	0	0	0
0.846006	0	0.317924	0.28849	0.279819	0.514013252
0	0	0.158962	0.28849	0	0
0	0	0	0	0	0
0.846006	0	0.635847	0.144245	1.145845652	0.514013252
0.423003	0	0.158962	0.28849	0.279819	0.212983257
1.325312425	1.268563932	1.201293318	1.363220751	0.839457	0.815043248
0.423003	0	0.476885	0.28849	0.559638	0.514013252
0	0	0	0.144245	0	0.212983257
0	0	0	0	0.279819	0
0.423003	0.927971	0.476885	0.865469	0.279819	0.690104511
0	0.463985	0.476885	0.28849	0	0.212983257
0	0	0.158962	0	0	0
0	0	0.158962	0	0	0.212983257
0	0.463985	0	0.144245	0.279819	0.514013252
0.423003	0	1.046389797	0.432734	0	1.058081297
0.423003	0	0	0	0	0
0.423003	0	0.317924	0.28849	0	0
1.325312425	0	0.953771	1.004196657	0.279819	0.911953261
0.423003	0.927971	0.158962	0.28849	0	0
0	0	0.317924	0.432734	0.559638	0.212983257
0	0	0.317924	0.865469	0.279819	0.212983257
0	0.463985	0.317924	0.144245	0	0
0	0	0	0	0	0
0	0	0	0	0	0.514013252
0	0.463985	0	0.144245	0	0.212983257
0	0	0.317924	0.432734	0.279819	0
1.103465044	0.463985	0.635847	1.004196657	0.559638	0.991134507
1.103465044	0	0.158962	0	0	0.514013252
0.423003	0	0.794809	0.432734	0	0.815043248
0	0	0	0	0	0
0	0	0.158962	0	0	0.212983257
0	0	0.158962	0.432734	0	0.690104511
0	0	0	0	0	0
0.423003	0	0.635847	0.144245	0.279819	0.514013252
0	0	0	0	0	0
0.423003	0.463985	0.158962	0	0.279819	0
0.423003	0	0.158962	0.28849	0.559638	0
0	0.927971	0.953771	0.865469	1.145845652	0.514013252
0	0	0.158962	0	0.279819	0
1.103465044	0.463985	1.31523541	1.159100768	1.145845652	1.116073244
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0.158962	0.28849	0	0.212983257
0.423003	0	0.158962	0.432734	0	0.212983257
0	0	0.158962	0.28849	0	0.212983257
0	0.927971	0.635847	0.865469	0.559638	0.911953261
0.423003	0.927971	0.794809	1.159100768	0.279819	0.212983257
0.423003	0	0.476885	0.28849	0.279819	0.212983257
0	0	0.158962	0.432734	0.559638	0.212983257
0	0	0	0.28849	0.279819	0.212983257
0	0	0	0.28849	0	0
0	0	0.158962	0.144245	0	0.514013252
1.103465044	0.927971	0.317924	1.113341605	1.048938744	0.815043248
0	0.927971	0.317924	0.576979	0	0.212983257
0	0	0.317924	0.721224	0	0
0.423003	0.463985	1.104381256	0.28849	0.839457	0.690104511
1.103465044	0.463985	0.953771	1.004196657	0.559638	0.690104511
0.423003	0	0.317924	0.28849	0.279819	0.690104511
0	0.463985	0.158962	0	0.279819	0
0	0.463985	0	0	0	0
0.423003	0.927971	0.158962	0.28849	0	0.212983257
0	0	0.158962	0.144245	0	0
0	0.463985	0.158962	1.004196657	0	0.514013252
0.846006	0	0.158962	0	0.279819	0.212983257
0	0	0.317924	0.144245	0.279819	0.514013252
1.228402925	0.927971	0.953771	1.062190755	0.839457	0.514013252
0.423003	0	0.158962	0	0.559638	0.514013252
0	0	0.476885	1.004196657	0.279819	0.815043248
1.103465044	0.463985	0.476885	0.28849	0.279819	0.212983257
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0.158962	0.432734	0.279819	0.212983257
0	0.463985	0.158962	0.432734	0.279819	0.514013252
0	0	0.317924	0.28849	0	0
0	0.463985	0	0	0	0
1.40449504	0.927971	1.377384577	1.238282014	1.048938744	1.292164503
0.423003	0	0.953771	0.28849	0.279819	0.815043248
0.423003	0	0.317924	0.432734	0	0.514013252
0.423003	0	0.476885	0.576979	0.559638	0.212983257
0.423003	0	0	0.144245	0.279819	0
0.846006	0	0.317924	0.144245	0	0.514013252
0.423003	0.463985	0.635847	0.144245	0	0
0	0.463985	0.635847	0.28849	1.048938744	0.690104511
0	0	0.158962	0	0	0
0.423003	0.463985	0.476885	0.865469	0.559638	0.815043248
0	0	0.317924	0.28849	0.279819	0.212983257
0	0	0.158962	0.144245	0.279819	0
0.423003	0.463985	0	0.28849	0.279819	0.212983257
0	0	0	0	0.279819	0
0	0	0	0	0.279819	0.690104511
0.846006	0.463985	0.317924	1.004196657	1.291974575	0.690104511
0	0	0	0.144245	0	0
0	0	0.158962	0	0	0
